-12.0 0.0 1.0413910744676597e-17 1.7651558220431586e-59
-12.0 0.15873015873015872 1.028354301953068e-17 1.6890195813458888e-59
-12.0 0.31746031746031744 9.902150516283009e-18 1.479771469226565e-59
-12.0 0.47619047619047616 9.297669703000505e-18 1.1870748952241344e-59
-12.0 0.6349206349206349 8.51288057002745e-18 8.719877316100234e-60
-12.0 0.7936507936507936 7.600406197226717e-18 5.86579350272243e-60
-12.0 0.9523809523809523 6.6169050450101065e-18 3.6138715617133546e-60
-12.0 1.1111111111111112 5.617341635381134e-18 2.0394056607068342e-60
-12.0 1.2698412698412698 4.650124803506164e-18 1.0543501569772296e-60
-12.0 1.4285714285714284 3.7536710985737574e-18 4.994496725889565e-61
-12.0 1.5873015873015872 2.9546473967981295e-18 2.1682498979770836e-61
-12.0 1.746031746031746 2.2678427628742858e-18 8.628445356895927e-62
-12.0 1.9047619047619047 1.6973759964373446e-18 3.1482263518801176e-62
-12.0 2.0634920634920633 1.2387994633947663e-18 1.0534736493843048e-62
-12.0 2.2222222222222223 8.816207373388704e-19 3.233920797613316e-63
-12.0 2.380952380952381 6.118154243348622e-19 9.109951971367688e-64
-12.0 2.5396825396825395 4.1401576872048967e-19 2.3557332074165863e-64
-12.0 2.698412698412698 2.731940142008163e-19 5.593850861785413e-65
-12.0 2.8571428571428568 1.757856069059802e-19 1.2201996685244062e-65
-12.0 3.015873015873016 1.1029435419479506e-19 2.445994783055116e-66
-12.0 3.1746031746031744 6.748093441572297e-20 4.5077815843213767e-67
-12.0 3.333333333333333 4.025934727851745e-20 7.640813969875564e-68
-12.0 3.492063492063492 2.342125741865974e-20 1.1917384732195718e-68
-12.0 3.6507936507936507 1.3286528439905248e-20 1.7111587377031334e-69
-12.0 3.8095238095238093 7.349717927787622e-21 2.262972061339714e-70
-12.0 3.968253968253968 3.9644930263276124e-21 2.7578277130331233e-71
-12.0 4.1269841269841265 2.0852708914985644e-21 3.098713164894769e-72
-12.0 4.285714285714286 1.06953534119847e-21 3.211861249685515e-73
-12.0 4.444444444444445 5.349160571630561e-22 3.072809049017854e-74
-12.0 4.603174603174603 2.608759033881867e-22 2.7149836895022284e-75
-12.0 4.761904761904762 1.24062387147339e-22 2.2167065371579193e-76
-12.0 4.92063492063492 5.75312932890508e-23 1.673484880303731e-77
-12.0 5.079365079365079 2.6015128579042416e-23 1.1689014625999022e-78
-12.0 5.238095238095238 1.1471115501919559e-23 7.558799850711706e-80
-12.0 5.396825396825396 4.932228232353613e-24 4.528236964294167e-81
-12.0 5.555555555555555 2.0679427583140423e-24 2.514752902724129e-82
-12.0 5.7142857142857135 8.454573374522056e-25 1.2955246009640003e-83
-12.0 5.873015873015873 3.370565089357018e-25 6.195552701209949e-85
-12.0 6.031746031746032 1.310302516547235e-25 2.7523503764884217e-86
-12.0 6.19047619047619 4.9670469850604737e-26 1.1366506951148022e-87
-12.0 6.349206349206349 1.8360427854524118e-26 4.366819623400686e-89
-12.0 6.507936507936508 6.617975617873038e-27 1.5618467121474606e-90
-12.0 6.666666666666666 2.3260838413123736e-27 5.204403573680016e-92
-12.0 6.825396825396825 7.97229576286143e-28 1.6169317142614751e-93
-12.0 6.984126984126984 2.664399086582718e-28 4.687414368124167e-95
-12.0 7.142857142857142 8.68306368328468e-29 1.2689152090567833e-96
-12.0 7.301587301587301 2.759335653725154e-29 3.210182306671986e-98
-12.0 7.46031746031746 8.55054732541812e-30 7.595708309985904e-100
-12.0 7.619047619047619 2.583694339534597e-30 1.682267999512174e-101
-12.0 7.777777777777778 7.612830995943812e-31 3.4902796038494905e-103
-12.0 7.936507936507936 2.1873036600041416e-31 6.78915857962799e-105
-12.0 8.095238095238095 6.12815592391952e-32 1.239131799054133e-106
-12.0 8.253968253968253 1.674203981107995e-32 2.1238425970549874e-108
-12.0 8.412698412698413 4.4601017844641985e-33 3.4212910738741246e-110
-12.0 8.571428571428571 1.1586146235685405e-33 5.184204494549512e-112
-12.0 8.73015873015873 2.9348849260133256e-34 7.39540376249886e-114
-12.0 8.88888888888889 7.249382011145273e-35 9.940177037694792e-116
-12.0 9.047619047619047 1.7460984633142212e-35 1.2599257469800575e-117
-12.0 9.206349206349206 4.101042883800532e-36 1.5072374320693668e-119
-12.0 9.365079365079364 9.392424816175537e-37 1.7032269745782446e-121
-12.0 9.523809523809524 2.097582157797782e-37 1.8196444528203596e-123
-12.0 9.682539682539682 4.5679155820762937e-38 1.839472581864933e-125
-12.0 9.84126984126984 9.700072818375086e-39 1.7610143629899135e-127
-12.0 10.0 2.0085828765504795e-39 1.597958677334975e-129
-11.905511811023622 0.0 1.8317183592486063e-17 1.2764050977420382e-58
-11.905511811023622 0.15873015873015872 1.8087877848027554e-17 1.2212435508605973e-58
-11.905511811023622 0.31746031746031744 1.741704086141745e-17 1.069667062857357e-58
-11.905511811023622 0.47619047619047616 1.6353810504782132e-17 8.577145659668467e-59
-11.905511811023622 0.6349206349206349 1.4973433143913764e-17 6.296658614827878e-59
-11.905511811023622 0.7936507936507936 1.3368468302192466e-17 4.232395150202426e-59
-11.905511811023622 0.9523809523809523 1.1638573394289384e-17 2.605052933118948e-59
-11.905511811023622 1.1111111111111112 9.880426341236853e-18 1.46844205988126e-59
-11.905511811023622 1.2698412698412698 8.179174168295674e-18 7.581805363555782e-60
-11.905511811023622 1.4285714285714284 6.602388319251877e-18 3.5862418680248785e-60
-11.905511811023622 1.5873015873015872 5.196973562105662e-18 1.5543295488734552e-60
-11.905511811023622 1.746031746031746 3.988942604265538e-18 6.1741683274216374e-61
